Tweet,sentiment
RT @trump_nhl: Just another LOSS for the dull New Jersey Devils who fell to poorly populated Canada's Calgary Flames tonight. On the plus s…,0
RT @SteveOnSens: lost in the Melnyk and Ruddy lawsuits is the fact that I am filing a lawsuit against my dad for exposing me to the Ottawa…,0
"RT @Capitals: ""This is the group that we're going to go to battle with.""

Go behind-the-scenes from the Capitals' 7-2 thumping of the Ottaw…",0
Ottawa Mayor Jim Watson disappointed with Senators owner in arena dispute https://t.co/5z8XWcoWsX,0
Ottawa mayor disappointed with Senators owner in arena dispute https://t.co/niOTBaWJVh https://t.co/xkPgpGdNBJ,0
Ottawa mayor disappointed with Senators owner in arena dispute https://t.co/ztJN1KLAHN https://t.co/r9eM10Vhay,0
"RT @BringBackLee: lol, Sens House, the official Sports Bar and Grill for the Ottawa Senators is giving away a FAKE Mark Stone jersey... htt…",1
"Leafs beat Oilers, Flames win 7th straight, Canucks lose in SO, Ottawa Senators host Oilers tonight, Canadians Bianca Andreescu, Felix Auger Aliassime both advance in their respective tennis tournaments. @OttawaMorning @RobynBresnahan",1
"Apple promotes Ottawa Senators, Edmonton Oilers photos in ‘Shot on iPhone’ campaign https://t.co/NNBp0CuBRo",1
BestPrice Canada -NHL Ottawa Senators Majestic Fan Fashion Womens Sequin Jersey Shirt Size Large https://t.co/qYAGZ8YNUp https://t.co/t2HXHKe757,1
Ex-Senators winger Stone posts farewell and thank you note to Ottawa fans https://t.co/66MjyvsN10 https://t.co/gyJxSUGPgE,1
"After the latest LeBreton body blow, Ottawa Senators deserve credit for not giving up hope https://t.co/pcdSvS2DIs https://t.co/gyJxSUGPgE",0
Capitals score seven in win against Senators - https://t.co/CR5GcJGtKp Buy Ticket https://t.co/3zZSsyCqhi https://t.co/ZjIAdGyaGu,1
2003 Upper Deck Trilogy Script Limited #S2-MH Martin Havlat Ottawa Senators Auto: $21.78 End Date: Thursday Feb-28-2019 0:36:29 PST Buy It Now for only: $21.78 Buy It Now | Add to watch list https://t.co/pCA0IYYkLb #Sports #Cards #SportsTradingCards https://t.co/b9aADmtihA,0
"RT @Capitals: ""This is the group that we're going to go to battle with.""

Go behind-the-scenes from the Capitals' 7-2 thumping of the Ottaw…",0
RT @SensChirp: Interesting that Ruddy and DCDLS reached some sort of agreement during mediation. https://t.co/CShkb7xSAm https://t.co/aCGYJ…,1
"on top of that last tweet, #Stone, #Duchene and likely #Dzingel didn't want to stay in #Ottawa during the rebuild. don't blame them after tasting the playoffs not more than 3 years ago... it's amazing the @Senators got what they did, knowing those 3 pieces were leaving regardless",1
Ex-Senators winger Mark Stone posts farewell and thank you note to Ottawa fans | CBC News https://t.co/tMcmkL3JEK,1
Hockey: News &gt; Ex-Senators winger Mark Stone posts farewell and than-- https://t.co/3dndyiMgdN #NHL https://t.co/B8BDN2aUoM,1
RT @SteveOnSens: lost in the Melnyk and Ruddy lawsuits is the fact that I am filing a lawsuit against my dad for exposing me to the Ottawa…,0
"@nick_anderson18 @Senators Mike Hoffman was essentially putting up the same points which he’s doing with Florida now, back when he was in Ottawa. Pierre has not done well. He should’ve taken in at least a first round pick and a player. None of the trades are equal. Need A+ prospects and good players.",1
"@RantyHighwayman The Ottawa senators are a hockey team, and a goalie stops obstructs pucks from entering the net.",0
"RT @Capitals: ""This is the group that we're going to go to battle with.""

Go behind-the-scenes from the Capitals' 7-2 thumping of the Ottaw…",0
RT @spittinchiclets: The Picture Of The Ottawa Senators Roster From 2017 In Their Current Team's Jerseys Is An Absolute Joke https://t.co/N…,1
@RantyHighwayman It's so frustrating to see the Tampa Lightning to square off against the Ottawa Senators' goalie. They are such obstructionists.,0
RT @kesselscored: kunitz destroyed the Ottawa Senators franchise https://t.co/ITINiD5dT1,0
@Sid_Seixeiro no it's not just you it's everyone who cares about ottawa / has pride in the senators. he's a idiot truthfully,1
Ottawa Mayor Jim Watson disappointed with Senators owner in arena dispute https://t.co/L4lPmfCgzB,0
Ottawa Mayor Jim Watson has expressed disappointment in Senators owner Eugene Melnyk now that a proposed new downtown arena for the NHL team is in jeopardy. #ottnews #ottcity https://t.co/QPe03jaOEX,0
RT @SensChirp: Interesting that Ruddy and DCDLS reached some sort of agreement during mediation. https://t.co/CShkb7xSAm https://t.co/aCGYJ…,1
"RT @BringBackLee: lol, Sens House, the official Sports Bar and Grill for the Ottawa Senators is giving away a FAKE Mark Stone jersey... htt…",1
"RT @Capitals: ""This is the group that we're going to go to battle with.""

Go behind-the-scenes from the Capitals' 7-2 thumping of the Ottaw…",0
RT @spittinchiclets: The Picture Of The Ottawa Senators Roster From 2017 In Their Current Team's Jerseys Is An Absolute Joke https://t.co/N…,1
RT @kesselscored: kunitz destroyed the Ottawa Senators franchise https://t.co/ITINiD5dT1,0
RT @JClipperton_CP: A timeline of a miserable week for fans of the Ottawa Senators: https://t.co/NrgsTk7Zxm,0
RT @spittinchiclets: The Picture Of The Ottawa Senators Roster From 2017 In Their Current Team's Jerseys Is An Absolute Joke https://t.co/N…,1
RT @SensChirp: Interesting that Ruddy and DCDLS reached some sort of agreement during mediation. https://t.co/CShkb7xSAm https://t.co/aCGYJ…,1
@MStoner61 Mark you are such a class act we wish you all the best at achieving your dream of hoisting the cup. It’s unfortunate it won’t be with the Ottawa Senators but we completely understand. Thank you for your commitment to our beloved team you will always be remembered,1
@DLeitch19 @Sportsnet @SportsnetSpec And by that rationale the Ottawa senators have also had just as much success lol,1
"Any GM if they had any brains could tell how the league was getting younger 3 years ago.
The current head honcho in NY helped destroy the Edmonton Oilers
20 years ago but he is still there and the Ottawa Senators are a mess.",0
"So tired of hearing about offer sheets coming this summer by
 poorly run organizations like Ottawa Senators 
NY Rangers ,Carolina.
Teams that draft well should not have to supply players to the rest of the league.
They couldnt recognize how the league changed 3 years ago",1
"@Sportsnet That’s nothing! Ottawa Senators wil likely match your streak Tampa, 10....maybe even beat it. 11...12.....losses in a row!",0
Ex-Senators winger Mark Stone posts farewell and thank you note to Ottawa fans - National Hockey League News - https://t.co/Msm2fGNVdo,1
RT @spittinchiclets: The Picture Of The Ottawa Senators Roster From 2017 In Their Current Team's Jerseys Is An Absolute Joke https://t.co/N…,1
"RT @BringBackLee: lol, Sens House, the official Sports Bar and Grill for the Ottawa Senators is giving away a FAKE Mark Stone jersey... htt…",1
Ex-Senators winger Mark Stone posts farewell and thank you note to Ottawa fans https://t.co/ISRfFmlieZ #ottnews #ottawa https://t.co/ftsoLKGOIO,1
"When you factor in the state of the Senators being an AHL team right now and the Oilers playing like one, the odds are favourable that tomorrow’s game in Ottawa will be a close one. Are there two franchises more of a mess right now? #NHL #pucktalk #hockeytalk",1
"RT @cbcsports: In today's edition of 🚨The Buzzer🚨:
-CFL bans Johnny Football
-What's wrong with the Jets?
-Ottawa Senators = bad Craig Davi…",0
RT @trump_nhl: Just another LOSS for the dull New Jersey Devils who fell to poorly populated Canada's Calgary Flames tonight. On the plus s…,0
"@pensfan8714 Try and get the Ottawa Senators to take him, they’re probably stupid enough",0
Dear @NHL Please save the Ottawa Senators from @MelnykEugene ... he is clearly not fit to run this franchise! Please intercede and force the sale of the franchise before anymore damage is done!! #youdiditforarizona #youdiditforatlanta,1
"Darcy Walsh scored his 30th in Ottawa’s second straight win!

Jr. Senators are back in action on Friday in Navan. https://t.co/7iP1ecDlPq",1
"RT @BringBackLee: lol, Sens House, the official Sports Bar and Grill for the Ottawa Senators is giving away a FAKE Mark Stone jersey... htt…",1
"@NHL_Sens I am bitterly disappointed regarding these negotiations as far as the LeBron Flats go and very concerned for the future of the Ottawa Senators .No matter who's right or wrong ,you are more than a bunch of immature little kids or children .",0
RT @ctvottawa: Ottawa Mayor Jim Watson disappointed with Senators owner in arena dispute https://t.co/wpmMmZekQX #ottnews #LebretonFlats,0
"More fallout for Ottawa Senators with failed mediation, Mark Stone trade
 https://t.co/EeCbnWBQQT",0
RT @SensChirp: Interesting that Ruddy and DCDLS reached some sort of agreement during mediation. https://t.co/CShkb7xSAm https://t.co/aCGYJ…,1
"RT @Capitals: ""This is the group that we're going to go to battle with.""

Go behind-the-scenes from the Capitals' 7-2 thumping of the Ottaw…",0
"RT @BringBackLee: lol, Sens House, the official Sports Bar and Grill for the Ottawa Senators is giving away a FAKE Mark Stone jersey... htt…",1
RT @TSNHockey: Statement from Ottawa Senators owner Eugene Melnyk after mediation failed to produce a settlement between parties looking to…,0
Mark Stone posts a farewell message and says thanks to Senators fans https://t.co/flstQNHpbc https://t.co/tFU8CiTwGF,1
"RT @Capitals: ""This is the group that we're going to go to battle with.""

Go behind-the-scenes from the Capitals' 7-2 thumping of the Ottaw…",0
RT @SensChirp: Interesting that Ruddy and DCDLS reached some sort of agreement during mediation. https://t.co/CShkb7xSAm https://t.co/aCGYJ…,1
"RT @Capitals: ""This is the group that we're going to go to battle with.""

Go behind-the-scenes from the Capitals' 7-2 thumping of the Ottaw…",0
RT @SteveOnSens: lost in the Melnyk and Ruddy lawsuits is the fact that I am filing a lawsuit against my dad for exposing me to the Ottawa…,0
RT @SensChirp: Interesting that Ruddy and DCDLS reached some sort of agreement during mediation. https://t.co/CShkb7xSAm https://t.co/aCGYJ…,1
RT @trump_nhl: Just another LOSS for the dull New Jersey Devils who fell to poorly populated Canada's Calgary Flames tonight. On the plus s…,0
RT @trump_nhl: Just another LOSS for the dull New Jersey Devils who fell to poorly populated Canada's Calgary Flames tonight. On the plus s…,0
RT @trump_nhl: Just another LOSS for the dull New Jersey Devils who fell to poorly populated Canada's Calgary Flames tonight. On the plus s…,0
RT @kesselscored: kunitz destroyed the Ottawa Senators franchise https://t.co/ITINiD5dT1,0
RT @trump_nhl: Just another LOSS for the dull New Jersey Devils who fell to poorly populated Canada's Calgary Flames tonight. On the plus s…,0
RT @trump_nhl: Just another LOSS for the dull New Jersey Devils who fell to poorly populated Canada's Calgary Flames tonight. On the plus s…,0
RT @trump_nhl: Just another LOSS for the dull New Jersey Devils who fell to poorly populated Canada's Calgary Flames tonight. On the plus s…,0
RT @trump_nhl: Just another LOSS for the dull New Jersey Devils who fell to poorly populated Canada's Calgary Flames tonight. On the plus s…,0
RT @trump_nhl: Just another LOSS for the dull New Jersey Devils who fell to poorly populated Canada's Calgary Flames tonight. On the plus s…,0
Just another LOSS for the dull New Jersey Devils who fell to poorly populated Canada's Calgary Flames tonight. On the plus side the team in nasty Newark actually OWNS their very high draft pick unlike dopey Pierre Dorion and the sunken Ottawa Senators. LOSING WITH PURPOSE!,0
"RT @Capitals: ""This is the group that we're going to go to battle with.""

Go behind-the-scenes from the Capitals' 7-2 thumping of the Ottaw…",0
"RT @Capitals: ""This is the group that we're going to go to battle with.""

Go behind-the-scenes from the Capitals' 7-2 thumping of the Ottaw…",0
"RT @Capitals: ""This is the group that we're going to go to battle with.""

Go behind-the-scenes from the Capitals' 7-2 thumping of the Ottaw…",0
RT @OttawaCitizen: Ex-Senators winger Stone posts farewell and thank-you note to Ottawa fans https://t.co/3wQKvGyhJ4 https://t.co/cMfBca3yZH,1
RT @kesselscored: kunitz destroyed the Ottawa Senators franchise https://t.co/ITINiD5dT1,0
"RT @Capitals: ""This is the group that we're going to go to battle with.""

Go behind-the-scenes from the Capitals' 7-2 thumping of the Ottaw…",0
"RT @Capitals: ""This is the group that we're going to go to battle with.""

Go behind-the-scenes from the Capitals' 7-2 thumping of the Ottaw…",0
RT @SensChirp: Interesting that Ruddy and DCDLS reached some sort of agreement during mediation. https://t.co/CShkb7xSAm https://t.co/aCGYJ…,1
Ex-Senators winger Stone posts farewell and thank-you note to Ottawa fans https://t.co/3wQKvGyhJ4 https://t.co/cMfBca3yZH,1
Ottawa Senators LeBreton Development Bid In Jeopardy https://t.co/hIAdP6Ah5T https://t.co/6QKn6kt5r5,0
RT @SensChirp: Interesting that Ruddy and DCDLS reached some sort of agreement during mediation. https://t.co/CShkb7xSAm https://t.co/aCGYJ…,1
RT @ctvottawa: Ottawa Mayor Jim Watson disappointed with Senators owner in arena dispute https://t.co/wpmMmZekQX #ottnews #LebretonFlats,0
@MStoner61 @PierreVLeBrun What a sweet message to Ottawa senators and its fans. Well done.,1
RT @kesselscored: kunitz destroyed the Ottawa Senators franchise https://t.co/ITINiD5dT1,0
"RT @Capitals: ""This is the group that we're going to go to battle with.""

Go behind-the-scenes from the Capitals' 7-2 thumping of the Ottaw…",0
"RT @Capitals: ""This is the group that we're going to go to battle with.""

Go behind-the-scenes from the Capitals' 7-2 thumping of the Ottaw…",0
RT @spittinchiclets: The Picture Of The Ottawa Senators Roster From 2017 In Their Current Team's Jerseys Is An Absolute Joke https://t.co/N…,1
RT @SensChirp: Interesting that Ruddy and DCDLS reached some sort of agreement during mediation. https://t.co/CShkb7xSAm https://t.co/aCGYJ…,1
SHOTS FIRED by the founder of the Ottawa Senators! #sens https://t.co/n2JULUG3wa,0
RT @kesselscored: kunitz destroyed the Ottawa Senators franchise https://t.co/ITINiD5dT1,0
"If it weren't for the Ottawa Senators, then the Edmonton Oilers would be the biggest dumpster fire in hockey. Poor Connor McDavid",0
"Ottawa Mayor Jim Watson disappointed with Senators owner in arena dispute
 https://t.co/sjSVMQVvjA",0
RT @SensChirp: Interesting that Ruddy and DCDLS reached some sort of agreement during mediation. https://t.co/CShkb7xSAm https://t.co/aCGYJ…,1
RT @CdnPress: Ottawa Mayor Jim Watson has expressed disappointment in Senators owner Eugene Melnyk now that a proposed new downtown arena f…,0
RT @SensChirp: Interesting that Ruddy and DCDLS reached some sort of agreement during mediation. https://t.co/CShkb7xSAm https://t.co/aCGYJ…,1
RT @SensChirp: Interesting that Ruddy and DCDLS reached some sort of agreement during mediation. https://t.co/CShkb7xSAm https://t.co/aCGYJ…,1
RT @SensChirp: Interesting that Ruddy and DCDLS reached some sort of agreement during mediation. https://t.co/CShkb7xSAm https://t.co/aCGYJ…,1
RT @SensChirp: Interesting that Ruddy and DCDLS reached some sort of agreement during mediation. https://t.co/CShkb7xSAm https://t.co/aCGYJ…,1
"@BenitoLuego @icefan1313 @SunGarrioch NHL has said repeatedly they're not leaving Ottawa. They want the 1st 4 cities represented- in 1917 The Toronto Arenas, Ottawa Senators, Montreal Canadiens and Montreal Wanderers played in the NHL's inaugural season.  That's why the Centennial Outdoor game was Montreal at Ottawa",1
RT @SensChirp: Interesting that Ruddy and DCDLS reached some sort of agreement during mediation. https://t.co/CShkb7xSAm https://t.co/aCGYJ…,1
"RT @FOXSportsFL: .@TBLightning's franchise-best 10-game winning streak snapped by Bruins, 4-1.

#GoBolts #NHL  

https://t.co/jygrNB3jN2",1
"RT @Erik_Erlendsson: With a chance to make history, #TBLightning see record winning streak come to a crashing end https://t.co/fLxZ5yfnOj",1
"RT @WalterAllenTV: Teen in critical after a hit and run crash, lose dogs terrorizing a Polk Co. neighborhood, pastor and daughter caught in…",0
"Teen in critical after a hit and run crash, lose dogs terrorizing a Polk Co. neighborhood, pastor and daughter caught in tax fraud scheme, daring rescue in Dallas plus Bryce Harper coming to Tampa! Also, Tampa Bay Lightning win streak ends at 10 with a loss in Boston. @FOX13News",0
Tired Tampa Bay Lightning team dominated by Boston Bruins in 4-1 loss https://t.co/W7c3Y3q1u2 https://t.co/MtkwiliXSA,0
"Bruins hand Lightning first loss in 11 games, extend point streak to 15 https://t.co/789ZAo6NFw via @NHLdotcom",1
"Bruins hand Lightning first loss in 11 games, extend point streak to 15 https://t.co/73TtxOpBeT via @NHLdotcom",1
"I was gonna take a selfie w the ice cream cone I’m eating rn to back this tweet up but then I realized I never changed out of my Tampa Bay Lightning shirt so uhhhh this loss is on me, boys",0
"With a chance to make history, #TBLightning see record winning streak come to a crashing end https://t.co/fLxZ5yfnOj",1
RT @SI_NHL: Boston snaps Tampa Bay’s franchise-best 10-game winning streak https://t.co/7vXH6bByH3,1
"RT @VTSimone: FINAL TALLY!

February wins at Madison Square Garden:

New York Rangers: 3
NEW YORK KNICKS: 2
Wire Fox Terrier: 2
St. John's:…",1
"@EvrybdyLvsSteve Nice to create a lil depth I guess. 

But yeah man. Could been a huge year. Hoping we can collect some lightning in a bottle.

Fight for the chance to get killed by Tampa Bay.",1
"FINAL TALLY!

February wins at Madison Square Garden:

New York Rangers: 3
NEW YORK KNICKS: 2
Wire Fox Terrier: 2
St. John's: 2
Tampa Bay Lightning: 2
Six other dogs: 1
Seven visiting NBA Teams: 1
Three visiting NHL Teams: 1
Providence: 1",1
RT @SI_NHL: Boston snaps Tampa Bay’s franchise-best 10-game winning streak https://t.co/7vXH6bByH3,1
RT @SportsCenter: Tampa Bay wins it! Jason Garrison scores in OT to give Lightning a 3-1 lead in series vs Islanders. https://t.co/lVwpUe3G…,1
RT @SI_NHL: Boston snaps Tampa Bay’s franchise-best 10-game winning streak https://t.co/7vXH6bByH3,1
RT @SI_NHL: Boston snaps Tampa Bay’s franchise-best 10-game winning streak https://t.co/7vXH6bByH3,1
Boston snaps Tampa Bay’s franchise-best 10-game winning streak https://t.co/7vXH6bByH3,1
"Granted it is one game against the backup goalie, but Boston sends a message to the rest of the Eastern Conference with a convincing 4-1 win over the Tampa Bay Lightning #nhl #nhltalk #bostonbruins #nhlbruins #tampabay",1
"The Boston Bruins shut down the Tampa Bay Lightning 4-1 after Noel Acciari, Patrice Bergeron and Brad Marchand each scored, all within in the course of 1 minute, 28 seconds! This ends Tampa's 10-game winning streak, while Boston wins their 9th out of their last 10 games!🏒 https://t.co/9UqhO1fOQj",1
RT @trump_nhl: @ryan_mut23 No thoughts on the NHL's VERY GOOD Tampa Bay Lightning. My judgmental eyes will zero in on the situation with th…,1
@ryan_mut23 No thoughts on the NHL's VERY GOOD Tampa Bay Lightning. My judgmental eyes will zero in on the situation with them in a month when playoffs start. No excuse to not hoist the Cup! https://t.co/wMM3COfFKP,1
Tired Tampa Bay Lightning team dominated by Boston Bruins in 4-1 loss https://t.co/RvCAE0mZFR #TampaBayLightning,0
"Meanwhile (@StephenAtHome voice), Boston is now only 17 points behind Tampa Bay with a game in hand. Haha the Lightning haven't wrapped up the Atlantic Division quite yet (just joking, relax). 

#NHLBruins #Lightning #MetroBoston",1
Tampa Bay Lightning suffers first regulation loss in a month to the Boston Bruins - National Hockey League News - https://t.co/1kWPF0jGDE https://t.co/ktFhTi0i1K,0
"Tampa Bay had a 19 pt lead over the 7th place Bruins on Feb 2nd. Since then the 2nd place Bruins have gone a scorching 11-0-2 and cut the Lightning’s lead to a measly 17 points😉
#NHLBruins https://t.co/gFBuNEWDjr",0
Tampa Bay Lightning suffers first regulation loss in a month to the Boston B... #Bolts  https://t.co/trYBIrBMB1 https://t.co/Ie268iim4J,0
Tired Tampa Bay Lightning team dominated by Boston Bruins in 4-1 loss #TBLightning  https://t.co/czGoIyQ3Qs https://t.co/Cl0MWwfjnM,0
RT @BoltsByTheBay: An exhausted #TBLightning team suffers their first regulation loss in a month at the hands of the Boston Bruins. #TBLvsB…,0
"RT @AP_Sports: Late onslaught lifts Bruins to 4-1 win over Lightning, snapping Tampa Bay's franchise-best 10-game win streak.

by @khightow…",1
"Boston had 66 shot attempts (41 on goal, 16 blocked, 9 missed net) to 50 for Tampa Bay (21 on goal, 12 blocked, 17 missed net). 2 more Bruins-Lightning games in the regular season which I can pretty much guarantee will be more competitive 

#NHLBruins #Lightning #MetroBoston",0
"Late onslaught lifts Bruins to 4-1 win over Lightning, snapping Tampa Bay's franchise-best 10-game win streak.

by @khightower https://t.co/HahOKCSwAx",1
"Boston won the battle of special teams this evening which is particularly impressive since Tampa Bay was No. 1 in both: B's PP got a goal and their PK was 3-for-3

#NHLBruins #Lightning #MetroBoston",1
Tired Tampa Bay Lightning team dominated by Boston Bruins in 4-1 loss https://t.co/fY65h9hFjh via @RawCharge,0
"Sizzling Bruins break through late, pound NHL-best Tampa Bay at TD Garden https://t.co/sFMEld2HVH https://t.co/i6jxqjM6Uc",1
"Sizzling Bruins break through late, pound NHL-best Tampa Bay at TD Garden https://t.co/0fFVwZMejG https://t.co/o9JgqAm4Dw",1
"Sizzling Bruins break through late, pound NHL-best Tampa Bay at TD Garden https://t.co/j8GV4LJx5a https://t.co/xvSv5glQUi",1
RT @BoltsByTheBay: An exhausted #TBLightning team suffers their first regulation loss in a month at the hands of the Boston Bruins. #TBLvsB…,0
"RT @FOXSportsFL: .@TBLightning's franchise-best 10-game winning streak snapped by Bruins, 4-1.

#GoBolts #NHL  

https://t.co/jygrNB3jN2",1
"An exhausted #TBLightning team suffers their first regulation loss in a month at the hands of the Boston Bruins. #TBLvsBOS 

https://t.co/DMGkwvIuvo",0
".@TBLightning's franchise-best 10-game winning streak snapped by Bruins, 4-1.

#GoBolts #NHL  

https://t.co/jygrNB3jN2",1
Tired Tampa Bay Lightning team dominated by Boston Bruins in 4-1 loss https://t.co/q0FUBqqCpK,0
"RT @NHLdotcom: The Lightning's winning streak ended at 10 with a 4-1 loss at the Bruins, who are 11-0-4 in their past 15 games. Boston scor…",1
RT @SportsCentre: #Lightning winning streak comes to an end at 10 games after 4-1 loss in Boston. #Bruins broke it open with three goals in…,0
RT @SportsCentre: #Lightning winning streak comes to an end at 10 games after 4-1 loss in Boston. #Bruins broke it open with three goals in…,0
@HockeyProbSouth @LeoChirichiello @MapleLeafs Tampa Bay Lightning just lost 4 to 1 to Boston in Boston with their back up goalie and Tampa played last night too. It’s a fact jack not an excuse.,0
"New York Rangers #NYR lose to the Tampa Bay Lightning 4-3 in OT. 
https://t.co/7n90AuFuZ2",0
"The Lightning's winning streak ended at 10 with a 4-1 loss at the Bruins, who are 11-0-4 in their past 15 games. Boston scored three goals in 1:28 in the third period to pull away. https://t.co/V90mSoQsvH",1
RT @SportsCentre: #Lightning winning streak comes to an end at 10 games after 4-1 loss in Boston. #Bruins broke it open with three goals in…,0
"RT @BBurnsNHL: FINAL: #Bolts fall 4-1 in Boston, ending their franchise record win streak at 10 games. Lightning also had a 14-game point s…",1
Tampa Bay Lightning win streaks end at 10 tonight by Bruins. We will be okay though. @BoltsNation @NHL_TampaBay #GoBolts #TBLightning  #TBLVsBOS #NHLTwitter https://t.co/fNFfpw1t8f,1
Poor Tampa Bay Lightning having to play 3 games in 4 nights 😂 The Bruins played 3 games in 4 nights three time zones from home less than two weeks ago and they won all 3. Boston &gt; Tampa,1
RT @SportsCentre: #Lightning winning streak comes to an end at 10 games after 4-1 loss in Boston. #Bruins broke it open with three goals in…,0
RT @SportsCentre: #Lightning winning streak comes to an end at 10 games after 4-1 loss in Boston. #Bruins broke it open with three goals in…,0
Dirty water! #bostonstrong — watching Tampa Bay Lightning vs Boston Bruins,0
RT @SportsCentre: #Lightning winning streak comes to an end at 10 games after 4-1 loss in Boston. #Bruins broke it open with three goals in…,0
@RandallMoore26 Good Evening Randall my Boston Bruins Beat the Tampa Bay Lightning Tonight 4-1 at Home at TD Garden #GoBruinsGo BABY #BruinsNation Stanley Cup Champions Title Number 2 My Bruins Won the Stanley Cup in 2011 They Beat the Vancouver Canucks in 7 Games,1
"RT @BBurnsNHL: FINAL: #Bolts fall 4-1 in Boston, ending their franchise record win streak at 10 games. Lightning also had a 14-game point s…",1
Dirty water! — watching Tampa Bay Lightning vs Boston Bruins,0
"NHL- Boston 4, Tampa Bay 1 final. The win extends Bruins streak to 15 straight with a point, and ends a Lightning 10 game win streak and 14 game points streak. Boston is now 38-17-9 and will host New Jersey Saturday #NHLBruins",1
Boston Bruins beat Tampa Bay Lightning 4-1! Another great game by the Black &amp; Gold. #bruins #bostonbruins #Bostonhockey #hockey #bostonsports #bostonathlete https://t.co/8n6Dlzw8ut,1
Deserved win against Tampa Bay Lightning.,1
RT @SportsCentre: #Lightning winning streak comes to an end at 10 games after 4-1 loss in Boston. #Bruins broke it open with three goals in…,0
"RT @BBurnsNHL: FINAL: #Bolts fall 4-1 in Boston, ending their franchise record win streak at 10 games. Lightning also had a 14-game point s…",1
#Lightning winning streak comes to an end at 10 games after 4-1 loss in Boston. #Bruins broke it open with three goals in the third and finish the month of February with a record of 11-0-2. #NHL  https://t.co/D3OG6X1N2y https://t.co/jR9YnS2DZi,0
"RT @BBurnsNHL: FINAL: #Bolts fall 4-1 in Boston, ending their franchise record win streak at 10 games. Lightning also had a 14-game point s…",1
RT @dianacnearhos: That’s the game. Bruins beat the Lightning 4-1. Tampa Bay hasn’t looked this bad in a long while.,0
"2U’s 2K’s and a HUGE 2Points for the B’s taking down the NHL’s best, Tampa Bay Lightning! Let that be a warning to the rest of the NHL 👀 don’t sleep on this team",1
"RT @BBurnsNHL: FINAL: #Bolts fall 4-1 in Boston, ending their franchise record win streak at 10 games. Lightning also had a 14-game point s…",1
"Impressive win for the B’s, but this was Tampa Bay’s second night of a back to back and third game in four days. Have to admit the Lightning weren’t at their best, but still, a very good win for the Bruins. #NHLBruins",1
"RT @BBurnsNHL: FINAL: #Bolts fall 4-1 in Boston, ending their franchise record win streak at 10 games. Lightning also had a 14-game point s…",1
That’s the game. Bruins beat the Lightning 4-1. Tampa Bay hasn’t looked this bad in a long while.,0
I for one am NOT afraid of Tampa Bay Lightning. This bruins team is too good imagine whats gonna happen when Pasta returns,1
"FINAL: #Bolts fall 4-1 in Boston, ending their franchise record win streak at 10 games. Lightning also had a 14-game point streak snapped. Tampa Bay falls to 49-12-4 (102 pts.) on the season. Still own a 17-point lead over the Bruins in the Atlantic. #TBLvsBOS",1
"Before I could look up if Tampa Bay had trailed by or lost by 4+ goals this season, the Lightning finally got on the board as Cirelli tipped in a shot from the point by Palat. 4-1 Bruins at 13:52 of the 3rd period

#NHLBruins #Lightning #MetroBoston",0
"I’ll just say this because this game doesn’t matter at all. Still an 17 point lead in our division. 

In a 16 game season the Bucs lost 12 games. 

It took the Tampa Bay Lightning 65 games to reach that same amount of losses. 

#GoBolts",0
this might sound like gibberish but hear me out. the tampa bay lightning are only good when they’re rolling. but it’s a delicate roll. all it takes is one team to pick them apart and they disintegrate pretty fast.,1
RT @TheTimNazzaro: ThE tAmPa BaY lIgHtNiNg ArE tHe BeSt TeAm In HoCkEy https://t.co/h4JDsGgnC5,1
Bad game tonight for us. Tampa Bay Lightning,0
ThE tAmPa BaY lIgHtNiNg ArE tHe BeSt TeAm In HoCkEy https://t.co/h4JDsGgnC5,1
&gt;THE ABSOLUTE STATE OF THE TAMPA BAY HOCKEY LIGHTNING,1
The Tampa Bay Lightning should be very worried !! Getting destroyed by Boston and once the Bruins beat the Leafs in round 1 they will easily beat Tampa. My story:,0
"Until that, it still felt like the Lightning could come up with that one timely goal like it has so often and win this. The way Tampa Bay is playing, two is asking for a lot.",1
Holy shit the Tampa Bay lightning are the biggest cry babies ever.,0
"Good save by @tuukkarask on Palat's one-timer. Even gassed like this, Tampa Bay is pretty scary with the puck in the offensive zone

#NHLBruins #Lightning #MetroBoston",1
@thegoldenmuzzy Got anything to say about the rest of the Bruins-Lightning game? Close one for sure but Boston is all over the shooting chart. Playing a little too conservative in their zone now though. Does Tampa Bay capitalize?,1
⚡️⚡️⚡️How about these Tampa Bay Lightning Fans!!  Huge thanks to @thunderbolts and all of our INCREDIBLE Bolts fans that came out to cheer on our Lightning!!  #BeTheThunder #GoBolts #LightTheLamp #Irish31,1
Got some serious beef with Tampa Bay Lightning ⚡️😤,0
"Husband is a sucker for punishment and changed the channel back to the Leafs game. Oh, well... we can't ALL be the Tampa Bay Lightning. #LeafsForever",0
"The torontl Maple Leafs: we have the same colors as the Tampa Bay Lightning, so it's like we did win a Stanley  Cup recently",1
"Five thoughts from the second period of Bruins/Tampa Bay Lightning with the B""s holding a slim 1-0 lead despite dominating thus far https://t.co/RgKi80Emzj",1
RT @beersolo: Nothing says “Tampa Bay Lightning Hockey” like a fan at the game in flip flops....#TBLightning https://t.co/dpfaRIMhTz,1
